TITLE,CATEGORY,TARGET
Windows XP no longer supported – 260000 NZers vulnerable,t,1
Tyrese Gibson reveals how Paul Walker will be honoured on Fast And Furious 7  ...,e,0
Sitting for hours increases risk of cancers,m,3
"Lululemon (LULU) 'Back in Style', Says Analyst",b,2
Oscar Pistorius trial: Athlete 'was not mentally ill when he shot Reeva',m,3
Will the Siding Spring comet destroy NASA's Mars satellite?,t,1
Amazon sets smartphone world on Fire,b,2
Study: Candy bars might help avoid fights with spouse,m,3
Nifty ends below 6700 as elections kick off,b,2
Diesel 17 minutes ago Half Of All Cars Banned From Paris Roads Over...,t,1
Tarantino's Gawker suit dismissed,e,0
Fitbit Recalls Force Activity-Tracking Wristband,m,3
Sales of Existing U.S. Homes Rose More Than Forecast in May,b,2
The benefits of a short run,m,3
"1 in 25 patients battling hospital-acquired infections, CDC says",m,3
SXSW: Neil Young Introduces Ponos to the World -- While Its CEO Raises Some  ...,e,0
"Daniel Bryan Comments on Bo Dallas, Former Diva at MITB, Brie",b,2
Earthquakes prompt tougher horizontal drilling standards,b,2
'Mad Men' teaser: Time for a 'Breakdown'? -- VIDEO,e,0
NY Gov. Cuomo Aims to End AIDS Epidemic,m,3
"Unusual Volume Buzz: SolarCity Corp (NASDAQ:SCTY), Williams Companies  ...",b,2
Report: State Improved Covered California Enrollment As Process Moved Along,b,2
Carrie Fisher talks new 'Star Wars' movie,e,0
Boseman dazzles as Brown,e,0
Liberian health authorities confirm two cases of Ebola -WHO,m,3
Janet Yellen points to Ben Bernanke's courage in crisis in NYU address,b,2
Learning second language 'slows brain ageing',m,3
"Stopping deadly Ebola outbreak will be a 'marathon,' CDC says",m,3
"S&P 500 Index at Record Intra-day High, Valeant Lifts Allergan Bid",b,2
School choir's version of Oscar-nominated 'Happy' gets national attention,e,0
Franken: Net Neutrality Is 'Free Speech Issue of Our Time',t,1
Judge: Argentina's Attempt to Pay Debtholders Is Illegal,b,2
Study shows Headbanging in Metal Concert can lead to brain bleeding injury,m,3
Crowds bite into potato salad project,e,0
Material Design Made to Standardize Android User Experience,t,1
Data shows disillusioned iPhone users switching to Samsung's larger screens,t,1
Scarlett Johansson to Play Dolly Parton in Biopic?,e,0
Express Scripts Trying To Shame Gilead Into Reducing Sovaldi Price: Who Is  ...,m,3
Sbarro blames less mall traffic for stores closing,b,2
Why Should I Get Married?,e,0
Seth MacFarlane Lends Hand to 'Reading Rainbow' Kickstarter,e,0
Dove's Newest Ad Reveals Women's Struggles With Their Self-Confidence & We  ...,m,3
Hundreds of Lost Atari Cartridges Unearthed in NM,t,1
"Quick, short runs pack health benefits",m,3
Bugs eat woman's eyes after she failed to remove her contact lenses for months,m,3
MTV Movie Awards 2014: Winners list in full as Hunger Games collects top  ...,e,0
Pono Player detailed at South South West,e,0
Amy Adams gives up first class airplane seat for US soldier 0,e,0
New York City restaurants slighted in major categories at James Beard Awards,e,0
Wall Street ends down as Iraq concerns rise,b,2
"Resveratrol, found in red wine and chocolate not so good after all",m,3
SHIGERU BAN: Humanitarian architect,e,0
North West Mean Mugs The Camera In This New Kimye Wedding Photo: 'Can't I  ...,e,0
Apple seeks to build mobile-payments team,t,1
Duckfaces For Science: NASA Is Organizing A #GlobalSelfie For Earth Day,t,1
"US STOCKS SNAPSHOT-S&P 500, Nasdaq rise after strong results",b,2
Mike Miller: Orbital Satellite Begins CO2 Research Mission,t,1
JC Penney's Stocks Soar up by 25%,b,2
"Amazon Fire TV: How will it fare against Apple TV, Roku and Google Chromecast?",t,1
Ronnie Corbett on Rolf: Conviction is 'very upsetting',e,0
Deadly skin cancer on the rise in Canada,m,3
"Meshach Taylor, 'Designing Women' Co-Star, Dies At 67 After Battling Terminal  ...",e,0
Words of the Dying Left for Loved Ones: Making Farewell Videos,m,3
"Sorry, powdered alcohol not approved after all",e,0
Who's fighting to save the internet now?,t,1
How one kid in a Batman costume conquered San Francisco,e,0
Eyefi Cloud makes photos instantly available on all your devices,t,1
Child Autism Rate 1 in 65 in Arkansas,m,3
UK Data Regulator Probes Facebook Over Psychological Experiment: Report,t,1
EU beats U.S. to punch on Michael Lewis' Flash Boys allegations,b,2
Samsung Galaxy S5 Active ATT Version Leaked in New Render,t,1
Senate Democrats Think You Deserve Overtime Pay,m,3
Spotify cuts Premium rate in half for college students,e,0
Microsoft Corporation (MSFT) news: Microsoft Will Prove To Be A Good Investment,t,1
Ladies can now wear Google Glass and look good doing it,t,1
"Obamacare Survives, Now Can It Be Fixed?",b,2
Ice Bucket Challenge genius fundraiser,e,0
Mercury News editorial: PUC president's unethical behavior laid bare,b,2
The Walking Dead Season 5 Poster Released,e,0
Nations in crisis talks as Ebola spreads,m,3
Does climate change affect the wolverine?,t,1
"Google, Luxottica Reach Glass Eyewear Deal",t,1
Operation Dry Water Aims to Keep Boaters Safe,t,1
Michael Medved: 'Draft Day' sure to make best movie lists,e,0
5 things to know this Thursday,t,1
Jury Selection Begins In Apple-Samsung Case [VIDEO],t,1
Growing number of Mers cases deeply worrying,m,3
"July 9, 2014, 8:45 am",b,2
'Dawn Of The Planet of the Apes' is a triumph,e,0
Researchers: Baby gate injuries on the rise,m,3
West Africa at risk of Ebola spread says WHO,m,3
Google Chrome OS event live video stream,t,1
'The Walking Dead' Season Finale Recap: Don't Mess With Rick,e,0
"Star Wars-inspired prosthetic arm 'Luke' approved by FDA, gives new hope to  ...",m,3
The Recovery Doesn't Look As Good After A Revision Buried In Today's GDP  ...,b,2
Detroit strikes 2nd deal with its other retirees,b,2
"'Game of Thrones' review: Two swords, and even more dangerous stories",e,0
Survey: US health care gets the least bang for the buck,m,3
5 things to know about Google's self-driving cars,t,1
More testing shows MERS did not spread to Illinois man,m,3
"Jada Pinkett-Smith Lashes Out At ""Pedophile"" Paparazzi",e,0
'Nashville' Actress Aubrey Peeples To Lead 'Jem And The Holograms' Cast,e,0
Senegal shuts land border with Guinea to prevent Ebola spreading,m,3
Apex court dismisses Subrata Roy's plea to be put under house arrest,b,2
eBay Urges Customers To Change Passwords Following Data Breach,t,1
DWTS Elimination Today: 'Dancing With The Stars' Season 18 Says Goodbye to  ...,e,0
Human Nose Tallies More Than A Trillion Scents,m,3
Top 10 Nirvana Covers Of All-Time,e,0
"Microsoft's ""draconian"" No-IP takedown hits millions",t,1
'Pollen vortex'? Long winter worsens allergies in spring,m,3
National Briefs: Data broker measure urged,b,2
Apple vs. Samsung: Jury Delivers Mixed Verdict,t,1
Fiat Denies Merger Talks With VW,b,2
New MERS deaths reported in Saudi Arabia,m,3
"Using Internet, apps to manage blood pressure has dangers",m,3
JP Morgan 2014: Chairman and CEO Jamie Dimon Diagnosed with Cancer  ...,b,2
Chinese shares led Asia markets down on Monday,b,2
"Bank of America retreats on dividend, stock buyback",b,2
"Oracle makes a run for the cash register, buys Micros for $5.3B",t,1
"UPDATED: Intent on closing a deal, AbbVie boosts its bid for Shire to $51B",b,2
"Jet search expands north, south; mystery persists",b,2
Dr. Oz Questioned by Senators on Promoting Weight-Loss Products on his Show,m,3
Roche Presents Encouraging Data on Cobimetinib,m,3
The 2 things Janet Yellen finds 'very disturbing',b,2
Congo declares Ebola outbreak in north,m,3
Reverse Mortgages 101,b,2
CBO Report: Deficit Widens With Slower Growth,b,2
Justin Bieber - Justin Bieber Blamed Foot Injury For Stumbling Through Sobriety  ...,e,0
Euro Mixed Ahead Of ECB Interest Rate Decision,b,2
Soybeans rise on signs that supplies remain tight,t,1
Bloomberg's New Report Shows Why Waiting on Climate Action is 'Risky Business',b,2
Purchasing The OnePlus One Will Require An Invite,t,1
BlackBerry to get Android-based apps from Amazon,b,2
ECB professes alarm over falling inflation,b,2
Health Officials Confirm West Nile Virus Found in Michigan,m,3
West Nile traps test positive in Canyon County,m,3
Drew Barrymore Gives Birth to Second Child!,e,0
Sheryl Sandberg apologises for Facebook experiment,t,1
Mars 'Flying Saucer' Rockets Nearly 180000 Feet High in Successful Test,t,1
Living in a world where yetis do and don't exist,t,1
China: HSBC Manufacturing PMI rockets to 5-month high,b,2
Boeing wins 82-jet order from BOC Aviation,b,2
Wizarding World Of Harry Potter Teases A Sneak Peek At Some 'Fantastic Beasts',e,0
Bank Of America Suspends Dividend Increase After Misreporting To Fed,b,2
The 'MERS' virus that caused 171 deaths spreads,m,3
Target Corporation's (TGT) CEO John Mulligan on Q1 2014 Results - Earnings  ...,b,2
Bieber has defiant demeanor during Miami deposition,e,0
Michael Jackson packs posthumous punch,e,0
Dollar drops vs yen as US Treasury yields slide; Aussie slumps,b,2
BlackBerry beats profit expectations,b,2
Target names new chief information officer to overhaul security - WQOW TV: Eau  ...,b,2
Scandal actor arrested after altercation at restaurant,e,0
"Philips Announces New Car Lighting, LED Company",b,2
Red Hat acquires French concern for $95M,t,1
HBO's 'The Normal Heart' will tear at yours,e,0
'German recluse Gurlitt to return Nazi-looted art',e,0
Man charged with 12 felonies after alleged sexual assault,m,3
West Africa scrambles to contain Ebola threat,m,3
Gold declines on Fed rate hike speculation,b,2
Excessive Alcohol Consumption to Blame for 1 in 10 Deaths,m,3
Titanfall's achievement lies in allowing the player to find fun in failure,t,1
Facebook adds feature for finding nearby friends,t,1
"Passover 2014: History, Top Interesting Facts; 10 Quotes and Sayings to Share  ...",e,0
Powdered alcohol approval issued in error,e,0
"GLOBAL MARKETS-Stocks edge lower, euro down ahead of ECB meeting",b,2
Popeyes' Famous Fried Chicken Recipe Is Worth An Insane Amount Of Money,b,2
Here's How Microsoft Exec Stephen Elop Told 12500 Employees They Were  ...,t,1
Geithner: Bill Clinton Once Said Killing Goldman Sachs CEO Won't Satisfy 'Blood  ...,b,2
2nd case of MERS from Mideast reported in Orlando,m,3
New Michael Jackson Posthumous Album Slated For Release In May,e,0
Alternative replacement for Fannie and Freddie,b,2
Of Course AMC Is Moving Forward With 'The Walking Dead' Spin-Off,e,0
"Largest US Insurer, United Healthcare Move Signals Industry Shift",b,2
Symantec Corporation: Symantec Announces CEO Transition,b,2
First piece of Halo 5: Guardians concept art shows outpost in desert canyon,t,1
Apple May Refund $400M in Digital Book Settlement,t,1
Trailer: Jay-Z and Beyoncé's 'Run',e,0
Marriage over? It's time for a PR war,e,0
Twitter shares slump on disappointing results,b,2
Airbnb Removed Thousands Of 'Illegal' Listings After Challenge From New  ...,b,2
HSBC's China flash manufacturing PMI hits six-month high in June,b,2
Potato salad Kickstarter rakes in $37K,e,0
NJ Assembly OKs Tesla electric car sales,t,1
Bronx Zoo welcomes two baby gorillas,t,1
Study: Smartphones are making us bad parents,m,3
'Bachelorette' Recap: Eric Hill's Death…,e,0
Jenny McCarthy: 'I am not anti-vaccine',m,3
Anti-Defamation League: Gary Oldman's Apology 'Insufficient;' Apologizes on  ...,e,0
"New Apple Mac, mobile features coming this fall (w/video)",t,1
Jennifer Lopez Defies the Laws of Gravity in Sexy White Dress (PHOTO)​,e,0
Solange On Best Behaviour As She Attends Same Event As Rachel Roy,e,0
QuickSketch of Canadian author Farley Mowat,e,0
"Amazon Fire Phone with 4.7-inch screen, 3-D viewing unveiled at Seattle event",t,1
Saudi hospital head sacked as Mers death toll hits 117,m,3
"Confusion, anger over nonprofit's alleged role in fighting Leno bill",t,1
Nadella is axing Microsoft's Xbox Entertainment Studios as well,t,1
"Long-nosed Dinousar Remains Found in Guanzhou, Identified As T-Rex's Cousin",t,1
Kelly Clarkson announces birth of baby,e,0
MERS Virus News Update: Confirmed Cases on the Rise in Saudi Arabia,m,3
eBay admits cyber attack has hit sales,b,2
A generation of sun worshippers means a spike in melanoma,m,3
Facebook study: More fallout as journal editors voice concern over data collection,t,1
Dr. Oz's diet claims scolded by US Senate panel,m,3
Researchers See Success Targeting Cancer With Virotherapy,m,3
Mick Jagger Met Young New Girlfriend Two Weeks Before L'Wren Scott's Death,e,0
"Snapchat settles FTC charges saying it deceived customers, misrepresented  ...",t,1
"Future of techno ,Glass mirrors",t,1
Can Breast Cancer Cause Uterine Cancer?,m,3
"Total lunar eclipse, 'blood moon' to be showstoppers in sky",t,1
Galaxy S5 Available for Pre-order Through U.S. Cellular Beginning March 21,t,1
New Clues Point To Amazon Unveiling A Phone,t,1
Relatives of passengers demand Malaysia 'tell the truth',b,2
Fallen steel beam closes 405 Freeway at 605; 2 workers injured,b,2
Home»News»Business»Priceline to pay $2.6 billion tab to buy online restaurant  ...,b,2
"Transcendence, Johnny Depp's Latest, Gives Up the Ghost in the Machine",e,0
Sports Camera Maker GoPro Files For Up To $100 Mln IPO,b,2
Roche buying Seragon in US for up to $1.7 billion,b,2
Daily Research News Online,b,2
'Transformers' unearths $100M at box office - KCTV5,e,0
California Chicken Producer Linked To Salmonella Issues Recall,m,3
Airline files for IPO in key push,b,2
Questions abound as marijuana enters a new era of legal use,m,3
Amazon to buy digital comics company,b,2
"Adele posts fresh-faced birthday selfie, seems to tease new album",e,0
Banks lose $13bn following Barclays dark pool probe,b,2
U.S. Stock-Index Futures Climb Before Fed Chair Yellen's Speech,b,2
Tracy Morgan's condition improving day after fatal crash,e,0
SA on high alert to combat Ebola,m,3
What makes me so tasty to mosquitoes?,m,3
Target CEO exits; board may look outside for successor,b,2
Anger = Action :: Ryan Murphy and 'Normal Heart' Cast Talk About HBO Film,e,0
Polio spread alarms world health officials,m,3
Nintendo posts huge $500m operating loss as Wii U sales slump,t,1
Christina Grimmie's Finale Makeup On 'The Voice' — Get Her Exact Look,e,0
"Rob Lowe Claims Justin Bieber's Fans Don't' ""Give A Sh-t About His Music""",e,0
Rob Kardashian compelled to leave before Kim-Kanye wedding?,e,0
The car Fiat doesn't want you to buy,t,1
What viewers learned from debut of Neil deGrasse Tyson's new 'Cosmos',t,1
"FTC Says Facebook, WhatsApp Must Honor User Privacy Policies (1)",t,1
"The US Just Found Some Rogue Smallpox In a Closet, No Big Deal",m,3
Star Pads! Ellen DeGeneres sells her LA home for $55million,e,0
Tesla Delays Gigafactory Groundbreaking,b,2
Studies Show Alzheimer's Rate Decline In The United States,m,3
Kris Jenner planning 'intervention' over troubled son Rob Kardashian's weight gain,e,0
Kristen Bell Admits to Using a Body Double,e,0
Stress disorder added to medical marijuana program,m,3
Jon Favreau: Scarlett Johansson will be 'wonderful' mum,e,0
Second case of MERS in US is Florida man who worked at Saudi hospital,m,3
Former BP employee pays $224000 over insider trading charges,b,2
"Peaches Geldof remembered by sister Fifi Geldof, autopsy Wednesday",e,0
Risk of spread of Middle East virus 'low' in US,m,3
Stocks slip below record levels as investors assess corporate news; FMC drops  ...,b,2
Local building to house DMV license processing center for undocumented  ...,b,2
Facebook Buys Oculus So You Can Take a Virtual Vacation,t,1
Brent nears 3-month low,b,2
"Anna Kendrick Hosts SNL, Seeks ""Dongs All Over the World""",e,0
Former MERS patient released from central Florida hospital,m,3
Google having trouble getting Google Glass a patent,t,1
US proposes restrictions on e-cigarettes,m,3
Amazon Prime to stream HBO shows… but no Game of Thrones yet,e,0
Windows 8 Leak Earns Ex-Microsoft Employee 3 Month Jail Term,t,1
World Autism Awareness Day - A Cry For Inclusiveness,m,3
Jonah Hill apologizes for anti-gay slur he calls a 'disgusting word',e,0
Asian shares gains ahead of China growth data,b,2
"Community Calendar: Monday, April 14",e,0
Fed Chairwoman Janet Yellen With Good News?,b,2
$199 Windows 8.1 laptops to reportedly start hitting the market this fall,t,1
Khloe Kardashian and French Montana Relationship News Update 2014  ...,e,0
88000 deaths a year are due to excessive drinking,m,3
Quiznos files for bankruptcy amid heightened competition,b,2
"You can now use the iPhone for free, as long as you don't mind old gear",t,1
Electronic cigarette use prohibited on county property,m,3
"New iMac: Apple introduces new, entry-level desktop",t,1
Facebook Pulling Messages From its Main App,t,1
Samsung Galaxy Core 2 Android KitKat smartphone available on India eStore  ...,t,1
Christina Hendricks' hopes for Mad Men character Joan as final season kicks off,e,0
US to require rearview cameras in new vehicles,t,1
Nokia sale to Microsoft complete,t,1
"Officials: Reality TV star Benzino shot, injured by nephew while driving in funeral  ...",e,0
Lenovo Files For New Glass-Like Device Patent,t,1
Indian version for Indian needs: Hyderabad based-woman starts Rice Bucket  ...,e,0
US military reports successful test for NATO missile defense on Hawaiian island  ...,b,2
"Google Hangouts for Android updated with merged conversations, simplified  ...",t,1
Air Pollution Kills A Staggering Number Of People - And Here's Where It's Worst,m,3
JJ Abrams Announces That Fans Have A Chance To Be In 'Star Wars: Episode  ...,e,0
Mortgage Applications in U.S. Fall for Fifth Time in Six Weeks,b,2
Why Intuitive Surgical Inc. Shares Soared,m,3
Mix of emotions marks dedication of Sept. 11 museum,e,0
Rumor: Amazon to launch free video streaming service,t,1
Dinosaurs: Warm blooded or cold?,t,1
"Along with fiber, select cities could also find Google-supported Wi-Fi access",t,1
Genome-wide analysis reveals genetic similarities among friends,m,3
"Android Wear, Auto, and TV save you from skins, and OEMs from themselves",t,1
'Game of Thrones' season four finale smashes piracy record,e,0
Readers to get $166M in e-book payouts,b,2
Newfound likely dwarf planet lurks at fringes of solar system,t,1
"'Breakthrough' Breast Cancer Drug, Palbociclib, Doubles Time Of Tumor Growth  ...",m,3
European Shares Seen Subdued,b,2
Joan Rivers owes Cleveland kidnap victims an apology: lawyers,e,0
JJ Abrams' video message from the set of Star Wars: Episode VII,e,0
Microsoft admits snooping on blogger's Hotmail account to find Windows 8 leak,t,1
Will China's Mutual Recognition Expand? 3 China Funds to Buy - Best of Funds,b,2
JHU Researchers Stumble Upon Treatment That May Help Brain Cancer Patients,m,3
Microsoft Completes Assimilation of Nokia,t,1
Microsoft's Office productivity suite coming to iPad,t,1
"Ebola Outbreak: 20000 Could be Infected, Warns WHO",m,3
SSRI's Prescribed in First Trimester Increases Risk of Autism in Boys,m,3
"Former Googlers Launch Osmo, A Gaming Device That Combines Real-World  ...",t,1
"GoPro Files for IPO, Will Raise $100 Million to Put Cameras on Your Forehead",b,2
At Least 1 In 20 Adult Outpatients Misdiagnosed In US Every Year,m,3
David Brockie Dead! Gwar Rocker Oderus Urungus Dies at 50,e,0
Ailing Morrissey Cancels US Dates,e,0
Planned lawsuit to claim Led Zeppelin ripped off 'Stairway' riff,e,0
Amazon unveils its new smartphone,t,1
Target Q1 Results Mixed In Wake Of Massive Data Breach,b,2
Hong Kong activists push democracy through polling,b,2
Tom Hanks in a Yarmulke Dancing to 'This Is How We Do It' Is Awesome,e,0
Girl mauled by raccoon 12 years ago to get new ear,m,3
VMware CEO: 'Now is the time for IT to step forward in a powerful way',t,1
IPO Preview: GoPro (GPRO),b,2
BlackBerry fights back with cut-price smartphone,t,1
Euro to Australian Dollar (EUR/AUD) Exchange Rate Driven Higher before  ...,b,2
Nimba Launches Ebola Sensitization,m,3
Apple's new Swift development language highlights the company's worst side,t,1
"Study: US teens drink less, text more",m,3
Spacewalk Needed to Repair ISS,t,1
Tributes pour in for actress and activist Ruby Dee,e,0
Thumb drives can be reprogrammed to infect computers,t,1
County's health is middling,m,3
"Record Drought Expected To Leave Thousands Jobless, Cost $1.7 Billion In  ...",b,2
Washington state issues 24 marijuana shop licenses,b,2
Fed Up,e,0
"Intel reports lower net income, higher revenue",b,2
"'Mad Men' Mid-Season Finale Review: ""Waterloo""",e,0
China Joins U.S. in Bid for Cleaner Air,t,1
Use of SSRIs during 1st Trimester Poses Autism Risk,m,3
Zillow to acquire Trulia in $3.5B stock deal,b,2
Microsoft will carry on selling Windows 7 to the Chinese government,t,1
Emma Stone - Emma Stone loves Andrew Garfield 'very much',e,0
Ricky Gervais loves the Muppets 'optimism',e,0
"Brewing, Ranching Business Could be Hurt by FDA",m,3
Sperm donor age is immaterial for infertility treatment,m,3
HIV Vaccine Market Opportunity & Clinical Pipeline Analysis,m,3
Sony's Project Morpheus makes big bet on body tracking,t,1
Cap on Shenzhen visitors 'won't have big impact',b,2
"WWE: Daniel Bryan's plans for Money In The Bank, replacement for Josh Matthews",b,2
"Hospitals Can Speed Stroke Treatment, But It's Not Easy",m,3
Squirrel causes $300000 damage at US building,b,2
Gorilla born at San Diego Zoo Safari Park is improving,m,3
'X-Men' gang towers over N. America holiday box office,e,0
Beating The Heat In Port Orchard Leads to Diarrhea Outbreak,m,3
Kerry Washington Steps Out Looking Slim Two Months After Giving Birth at the  ...,e,0
Microsoft pulls the plug on Xbox Entertainment Studios,t,1
Prayer vigil held for Charlotte woman fighting Ebola,m,3
Pixar Announce Sequels For 'The Incredibles' And 'Cars 2',e,0
Police charge man with credit card abuse,b,2
Fairy Tale Casting for 'Once Upon a Time': The ABC Series Finds Its 'Frozen' Elsa,e,0
Salty snacks may speed up aging in overweight teens,m,3
Rihanna Fires Back at Charlie Sheen! Twitter Feud Between Two Celebs Heats Up,e,0
Vodafone says 61pc of customers in Ireland now carry smartphones,b,2
Teen pregnancy rates by state,m,3
Watch! Zac Efron does the 'Wiggle'!,e,0
Progressive Taxation is the Only Way to Fix the Economy,b,2
"Lawrence, Hoult to ignore each other to keep romance alive",e,0
PS4 UK sales rise 74%,t,1
Lab-grown Vagina Transplant Successful in Humans,m,3
Brazil to Pass Anti-Spy Bill in Victory for Net Neutrality,t,1
Man trapped in Vegas airport shoots ingenious music video with his phone,e,0
Fed lowers bond-buying program to $35B US a month,b,2
Water quality at Wisconsin beaches rated 8th worst in nation,b,2
11 Asian Countries Certified Polio-Free,m,3
Hugh Jackman: Man of (action) figure,e,0
U.S. stock market drifts in early trading,b,2
Is Coke a takeover target?,b,2
Top Doctor Dies From Ebola After Treating Dozens of Patients,m,3
"Cool koalas are tree-huggers for a reason, study finds",t,1
Dominant Marquez well ahead in opening run,t,1
"Xbox One April update adds friends notifications, Kinect and video quality  ...",t,1
Plan Would Move Mail Delivery From Your Door To Cluster Boxes,b,2
FOREX-Dollar's losing streak vs euro ends after German inflation data,b,2
Amazon Launches Dubious Music Streaming Service,e,0
"J.C. Penney Company, Inc. (JCP) In Good Position To Refinance Debt By End  ...",b,2
Glove law Repeal Signed by Gov. Jerry Brown,m,3
Netflix cuts Verizon interconnect deal,t,1
Saturday Night Live Star Says He's Been Fired,e,0
Police arrest 3 outside Taylor Swift beach house,e,0
VIDEO: Democrat senator almost hit by train during safety presser,b,2
Mickey Rooney dies at age 93,e,0
'American Idol' Judges Renew Contracts,e,0
Christine McVie rejoins Fleetwood Mac for new tour,e,0
"Wal-Mart Profit Chilled By Brutal Winter, Outlook Weak",b,2
Residents urged to be safe with fireworks,e,0
Superhero Captain America stays top of US box office as Johnny Depp's latest  ...,e,0
New Drug Dalvance Wins FDA Approval to Treat Skin Infections,m,3
A Love Letter To Matzo: Why The Holey Cracker Is A Crunch Above,e,0
ForexLive Asia Wrap: China HSBC flash PMI the focus – comes in strong,b,2
Is Chris Evans Retiring?,e,0
"Film Review: In 'Transcendence,' Depp plays God, sort of",e,0
Oscar's temper in the spotlight,m,3
"The Drunkest Countries in the World, Mapped",m,3
Cortana For China Gets New Design And Localized Features,t,1
'Game Of Thrones' Cast Reacts To Madonna's Daenerys Look,e,0
Stop the asteroids!,t,1
Mysterious giant hole appears in Siberia,t,1
"Chris Hemsworth, Elsa Pataky Reveal Names Of Their Twin Boys!",e,0
Report: Apple on verge of buying Beats for $3.2B - KTVN Channel 2 - Reno  ...,b,2
Nearly 120 statewide overdose on synthetic marijuana from Dallas,m,3
Mila Kunis shows off her 'baby bump' and all but confirms pregnancy at MTV  ...,e,0
Vatican bank profits tumble as Pope Francis orders an overhaul,b,2
Where to Find Pokémon in Google Maps for Android,t,1
"Ukraine: US, EU, Japan announce new Russia sanctions",b,2
Never-before-seen meteor shower set to appear tonight,t,1
Saudi Mers death toll continues to rise,m,3
Ebola Virus Likely to Have Spread to Italy: Officially Unconfirmed News,m,3
Moorpark goes purple for cancer awareness,m,3
GM to compensate victims unfortunate enough to drive GM cars,t,1
Heartbleed computer bug could have exposed your information.,t,1
Measles virus destroys woman's cancer,m,3
High cost of potent hepatitis drug presents challenges across the US,m,3
New sums make the Nigerian economy the biggest in Africa,b,2
David Fincher No Longer Directing Steve Jobs Biopic,e,0
A-List Celebrities Read Mean Tweets on 'Jimmy Kimmel Live!',e,0
"Solange, Jay Z fight: Hotel ""shocked and disappointed"" by footage leak",e,0
Colorado rakes in $2 million from January's marijuana sales,b,2
"Quiet, though Nervous Start to Week",b,2
"Angelina Jolie is MALEFICENT in Theaters in 3D, 5/29",e,0
BG Group to sell stake in CATS North Sea gas pipeline,b,2
Shailene Woodley starrer 'Divergent' factions explained,e,0
"MH370: Search could take a ""really long time"", says MAS commercial chief",b,2
Facebook's Nearby Friends feature alerts when contacts close,t,1
Yellen's big speech number two,b,2
Jennifer Lopez Rocks Some Red Hot Cleavage & Legs For Days At The  ...,e,0
These are the OnePlus One launch markets,t,1
Ford marks Mustang's 50th anniversary with limited edition model,t,1
"UK museum looks at epic, intimate sides of World War I",e,0
'Heaven Is for Real': Pedestrian script saved by diving acting,e,0
How To Download Windows Phone 8.1 & Cortana In The UK,t,1
Uber poised to join the $10b club,b,2
Samsung brings the beautiful game to supporters,t,1
"Barclays to eliminate 19000 jobs, 7000 of them from its investment bank",b,2
Insulin pumps more affective than multiple shots in type 2 diabetes,m,3
Rob Kardashian: Why He Skipped Kim Kardashian's Wedding to Kanye West,e,0
NFL Sunday Ticket available online to non-subscribers,t,1
Doubts about stem cell research are a setback for Japanese efforts to promote  ...,m,3
Meteor Shower May Be Visible From Northern Arizona,t,1
"The Smartphone 'Kill Switch' Is Coming, But You'll Probably Have to Download It",t,1
Firefox Windows 8 Metro Browser Development Cancelled By Mozilla,t,1
HTC One M8: One Aspect HTC Never Gets it Right,t,1
US stocks rise on Yellen comments,b,2
"Obamacare Lowered The Number Of Uninsured Americans, But The Law Is Still  ...",m,3
Purge sequel gets it all out of our systems,e,0
Presbyterian Pastor urges Christians to carry their cross,e,0
Amazon may use AT&T's Sponsored Data plan for their Prime Phone,b,2
Samsung's weapon in their latest Apple trial? Andy Rubin,t,1
Major CDC study warns gays and lesbians face greater health challenges than  ...,m,3
Largest airline in U.S. cuts ties with online booking site,b,2
Being Underweight Might Be Deadlier Than Being Overweight,m,3
Mental illnesses as bad for you as heavy smoking,m,3
Kim-Kanye wedding guests to get tour of Versailles,e,0
Prescriptions for powerful painkillers vary widely among states,m,3
"Chinese Premier: ""zero tolerance"" for corruption",b,2
'Divergent' Set To Take Over Box Office This Weekend,e,0
Nintendo's profit falling as Wii U sales down,t,1
TRAILER: Meet Cory & Topanga's Girl Meets World daughter,e,0
Alcohol mixed with energy drinks encourages binge drinking,m,3
Two New Drugs May Help Prevent Migraines,m,3
Tesla Owner Nick Howe Releases “Owning Model S”,b,2
Peaches Geldof Funeral -- Celebs Gather to Pay Respects [PHOTOS],e,0
L'Wren Scott's funeral to be held in Los Angeles,e,0
Review: Halle Berry returns from space in CBS' 'Extant',e,0
"Pistorius planned to travel with Steenkamp shortly before killing, agent says",m,3
"Gwyneth Paltrow, Chris Martin thank fans for their support after announcing split",e,0
Why Has China Become More Aggressive Toward Vietnam?,b,2
"Fraud Found In Study Claiming Fast, Easy Stem Cells",m,3
"Wall Street turns lower, but still records weekly gains",b,2
HTC One Mini 2 press render appears online,t,1
Deutsche Bank sees 'tectonic plate shift' in banking,b,2
Controversy brewing over Julia Louis Dreyfus' Rolling Stone cover,e,0
"Google will make cars and they will not have pedals, steering wheel",t,1
'Godzilla' Decimates Box Office With $93 Million Weekend Debut,e,0
FCC To Look Into Data Bottlenecks And Pay-For-Access Deals With ISPs,t,1
Sneak Peek at the New Batmobile for 'Batman vs. Superman',e,0
Time Warner Cable CEO Marcus Says FCC Distracted by Plethora of Mergers,t,1
CANDIAN MAN IN HOSPITAL WITH EBOLA LIKE VIRUS,m,3
NASA cooperation with Russia will go on even after sanctions,t,1
BRAZIL BEAT: International Space Station crew sends down its World Cup wishes,t,1
DEM: Mosquito tests negative for EEE/West Nile,m,3
